"parents","n","labels","id"
"Romania",16,"Reality TV","Romania  -  Reality TV"
"Romania",113,"Romance","Romania  -  Romance"
"Romania",22,"Sci Fi","Romania  -  Sci Fi"
"Romania",12,"Sport","Romania  -  Sport"
"Romania",87,"Thriller","Romania  -  Thriller"
"Romania",4,"War","Romania  -  War"
"Romania",5,"Western","Romania  -  Western"
"Russia",274,"Action","Russia  -  Action"
"Russia",131,"Adventure","Russia  -  Adventure"
"Russia",56,"Animation","Russia  -  Animation"
"Russia",7,"Biography","Russia  -  Biography"
"Russia",166,"Comedy","Russia  -  Comedy"
"Russia",225,"Crime","Russia  -  Crime"
"Russia",27,"Documentary","Russia  -  Documentary"
"Russia",349,"Drama","Russia  -  Drama"
"Russia",31,"Family","Russia  -  Family"
"Russia",39,"Fantasy","Russia  -  Fantasy"
"Russia",6,"Film Noir","Russia  -  Film Noir"
"Russia",2,"History","Russia  -  History"
"Russia",28,"Horror","Russia  -  Horror"
"Russia",2,"Music","Russia  -  Music"
"Russia",1,"Musical","Russia  -  Musical"
"Russia",55,"Mystery","Russia  -  Mystery"
"Russia",68,"Romance","Russia  -  Romance"
"Russia",19,"Sci Fi","Russia  -  Sci Fi"
"Russia",17,"Sport","Russia  -  Sport"
"Russia",64,"Thriller","Russia  -  Thriller"
"Russia",2,"War","Russia  -  War"
"Russia",5,"Western","Russia  -  Western"
"Réunion",223,"Action","Réunion  -  Action"
"Réunion",131,"Adventure","Réunion  -  Adventure"
"Réunion",60,"Animation","Réunion  -  Animation"
"Réunion",2,"Biography","Réunion  -  Biography"
"Réunion",169,"Comedy","Réunion  -  Comedy"
"Réunion",124,"Crime","Réunion  -  Crime"
"Réunion",15,"Documentary","Réunion  -  Documentary"
"Réunion",341,"Drama","Réunion  -  Drama"
"Réunion",24,"Family","Réunion  -  Family"
"Réunion",52,"Fantasy","Réunion  -  Fantasy"
"Réunion",2,"Film Noir","Réunion  -  Film Noir"
"Réunion",4,"Game Show","Réunion  -  Game Show"
"Réunion",37,"Horror","Réunion  -  Horror"
"Réunion",36,"Music","Réunion  -  Music"
"Réunion",47,"Mystery","Réunion  -  Mystery"
"Réunion",6,"Reality TV","Réunion  -  Reality TV"
"Réunion",79,"Romance","Réunion  -  Romance"
"Réunion",30,"Sci Fi","Réunion  -  Sci Fi"
"Réunion",1,"Short","Réunion  -  Short"
"Réunion",9,"Sport","Réunion  -  Sport"
"Réunion",65,"Thriller","Réunion  -  Thriller"
"Réunion",4,"War","Réunion  -  War"
"Réunion",3,"Western","Réunion  -  Western"
"Saudi Arabia",254,"Action","Saudi Arabia  -  Action"
"Saudi Arabia",103,"Adventure","Saudi Arabia  -  Adventure"
"Saudi Arabia",42,"Animation","Saudi Arabia  -  Animation"
"Saudi Arabia",8,"Biography","Saudi Arabia  -  Biography"
"Saudi Arabia",140,"Comedy","Saudi Arabia  -  Comedy"
"Saudi Arabia",171,"Crime","Saudi Arabia  -  Crime"
"Saudi Arabia",13,"Documentary","Saudi Arabia  -  Documentary"
"Saudi Arabia",354,"Drama","Saudi Arabia  -  Drama"
"Saudi Arabia",23,"Family","Saudi Arabia  -  Family"
"Saudi Arabia",30,"Fantasy","Saudi Arabia  -  Fantasy"
"Saudi Arabia",4,"Film Noir","Saudi Arabia  -  Film Noir"
"Saudi Arabia",4,"Game Show","Saudi Arabia  -  Game Show"
"Saudi Arabia",1,"History","Saudi Arabia  -  History"
"Saudi Arabia",38,"Horror","Saudi Arabia  -  Horror"
"Saudi Arabia",1,"Musical","Saudi Arabia  -  Musical"
"Saudi Arabia",54,"Mystery","Saudi Arabia  -  Mystery"
"Saudi Arabia",7,"Reality TV","Saudi Arabia  -  Reality TV"
"Saudi Arabia",77,"Romance","Saudi Arabia  -  Romance"
"Saudi Arabia",30,"Sci Fi","Saudi Arabia  -  Sci Fi"
"Saudi Arabia",6,"Sport","Saudi Arabia  -  Sport"
"Saudi Arabia",92,"Thriller","Saudi Arabia  -  Thriller"
"Saudi Arabia",3,"War","Saudi Arabia  -  War"
"Saudi Arabia",6,"Western","Saudi Arabia  -  Western"
"Serbia",217,"Action","Serbia  -  Action"
"Serbia",112,"Adventure","Serbia  -  Adventure"
"Serbia",38,"Animation","Serbia  -  Animation"
"Serbia",7,"Biography","Serbia  -  Biography"
"Serbia",186,"Comedy","Serbia  -  Comedy"
"Serbia",166,"Crime","Serbia  -  Crime"
"Serbia",21,"Documentary","Serbia  -  Documentary"
"Serbia",331,"Drama","Serbia  -  Drama"
"Serbia",20,"Family","Serbia  -  Family"
"Serbia",30,"Fantasy","Serbia  -  Fantasy"
"Serbia",5,"Film Noir","Serbia  -  Film Noir"
"Serbia",10,"Game Show","Serbia  -  Game Show"
"Serbia",3,"History","Serbia  -  History"
"Serbia",26,"Horror","Serbia  -  Horror"
"Serbia",6,"Music","Serbia  -  Music"
"Serbia",51,"Mystery","Serbia  -  Mystery"
"Serbia",13,"Reality TV","Serbia  -  Reality TV"
"Serbia",101,"Romance","Serbia  -  Romance"
"Serbia",22,"Sci Fi","Serbia  -  Sci Fi"
"Serbia",11,"Sport","Serbia  -  Sport"
"Serbia",75,"Thriller","Serbia  -  Thriller"
"Serbia",3,"War","Serbia  -  War"
"Serbia",4,"Western","Serbia  -  Western"
"Singapore",235,"Action","Singapore  -  Action"
"Singapore",102,"Adventure","Singapore  -  Adventure"
"Singapore",28,"Animation","Singapore  -  Animation"
"Singapore",7,"Biography","Singapore  -  Biography"
"Singapore",154,"Comedy","Singapore  -  Comedy"
"Singapore",138,"Crime","Singapore  -  Crime"
"Singapore",23,"Documentary","Singapore  -  Documentary"
"Singapore",333,"Drama","Singapore  -  Drama"
"Singapore",11,"Family","Singapore  -  Family"
"Singapore",28,"Fantasy","Singapore  -  Fantasy"
"Singapore",3,"Film Noir","Singapore  -  Film Noir"
"Singapore",8,"Game Show","Singapore  -  Game Show"
"Singapore",5,"History","Singapore  -  History"
"Singapore",36,"Horror","Singapore  -  Horror"
"Singapore",1,"Music","Singapore  -  Music"
"Singapore",79,"Mystery","Singapore  -  Mystery"
"Singapore",19,"Reality TV","Singapore  -  Reality TV"
"Singapore",89,"Romance","Singapore  -  Romance"
"Singapore",50,"Sci Fi","Singapore  -  Sci Fi"
"Singapore",10,"Sport","Singapore  -  Sport"
"Singapore",77,"Thriller","Singapore  -  Thriller"
"Singapore",5,"War","Singapore  -  War"
"Singapore",2,"Western","Singapore  -  Western"
"Slovakia",203,"Action","Slovakia  -  Action"
"Slovakia",2,"Adult","Slovakia  -  Adult"
"Slovakia",138,"Adventure","Slovakia  -  Adventure"
"Slovakia",71,"Animation","Slovakia  -  Animation"
"Slovakia",19,"Biography","Slovakia  -  Biography"
"Slovakia",189,"Comedy","Slovakia  -  Comedy"
"Slovakia",149,"Crime","Slovakia  -  Crime"
"Slovakia",36,"Documentary","Slovakia  -  Documentary"
"Slovakia",310,"Drama","Slovakia  -  Drama"
"Slovakia",29,"Family","Slovakia  -  Family"
"Slovakia",34,"Fantasy","Slovakia  -  Fantasy"
"Slovakia",4,"Film Noir","Slovakia  -  Film Noir"
"Slovakia",17,"Game Show","Slovakia  -  Game Show"
"Slovakia",3,"History","Slovakia  -  History"
"Slovakia",30,"Horror","Slovakia  -  Horror"
"Slovakia",8,"Music","Slovakia  -  Music"
"Slovakia",49,"Mystery","Slovakia  -  Mystery"
"Slovakia",21,"Reality TV","Slovakia  -  Reality TV"
"Slovakia",87,"Romance","Slovakia  -  Romance"
"Slovakia",14,"Sci Fi","Slovakia  -  Sci Fi"
"Slovakia",17,"Sport","Slovakia  -  Sport"
"Slovakia",58,"Thriller","Slovakia  -  Thriller"
"Slovakia",3,"War","Slovakia  -  War"
"Slovakia",4,"Western","Slovakia  -  Western"
"Slovenia",191,"Action","Slovenia  -  Action"
"Slovenia",116,"Adventure","Slovenia  -  Adventure"
"Slovenia",41,"Animation","Slovenia  -  Animation"
"Slovenia",10,"Biography","Slovenia  -  Biography"
"Slovenia",194,"Comedy","Slovenia  -  Comedy"
"Slovenia",123,"Crime","Slovenia  -  Crime"
"Slovenia",26,"Documentary","Slovenia  -  Documentary"
"Slovenia",274,"Drama","Slovenia  -  Drama"
"Slovenia",26,"Family","Slovenia  -  Family"
"Slovenia",36,"Fantasy","Slovenia  -  Fantasy"
"Slovenia",4,"Film Noir","Slovenia  -  Film Noir"
"Slovenia",16,"Game Show","Slovenia  -  Game Show"
"Slovenia",4,"History","Slovenia  -  History"
"Slovenia",29,"Horror","Slovenia  -  Horror"
"Slovenia",6,"Music","Slovenia  -  Music"
"Slovenia",43,"Mystery","Slovenia  -  Mystery"
"Slovenia",21,"Reality TV","Slovenia  -  Reality TV"
"Slovenia",86,"Romance","Slovenia  -  Romance"
"Slovenia",30,"Sci Fi","Slovenia  -  Sci Fi"
"Slovenia",12,"Sport","Slovenia  -  Sport"
"Slovenia",59,"Thriller","Slovenia  -  Thriller"
"Slovenia",3,"War","Slovenia  -  War"
"Slovenia",4,"Western","Slovenia  -  Western"
"South Africa",196,"Action","South Africa  -  Action"
"South Africa",3,"Adult","South Africa  -  Adult"
"South Africa",101,"Adventure","South Africa  -  Adventure"
"South Africa",47,"Animation","South Africa  -  Animation"
"South Africa",11,"Biography","South Africa  -  Biography"
"South Africa",195,"Comedy","South Africa  -  Comedy"
"South Africa",118,"Crime","South Africa  -  Crime"
"South Africa",27,"Documentary","South Africa  -  Documentary"
"South Africa",331,"Drama","South Africa  -  Drama"
"South Africa",20,"Family","South Africa  -  Family"
"South Africa",31,"Fantasy","South Africa  -  Fantasy"
"South Africa",3,"Film Noir","South Africa  -  Film Noir"
"South Africa",15,"Game Show","South Africa  -  Game Show"
"South Africa",3,"History","South Africa  -  History"
"South Africa",20,"Horror","South Africa  -  Horror"
"South Africa",1,"Music","South Africa  -  Music"
"South Africa",66,"Mystery","South Africa  -  Mystery"
"South Africa",26,"Reality TV","South Africa  -  Reality TV"
"South Africa",107,"Romance","South Africa  -  Romance"
"South Africa",51,"Sci Fi","South Africa  -  Sci Fi"
"South Africa",9,"Sport","South Africa  -  Sport"
"South Africa",60,"Thriller","South Africa  -  Thriller"
"South Africa",5,"War","South Africa  -  War"
"South Africa",2,"Western","South Africa  -  Western"
"South Korea",206,"Action","South Korea  -  Action"
"South Korea",74,"Adventure","South Korea  -  Adventure"
"South Korea",21,"Animation","South Korea  -  Animation"
"South Korea",2,"Biography","South Korea  -  Biography"
"South Korea",167,"Comedy","South Korea  -  Comedy"
"South Korea",95,"Crime","South Korea  -  Crime"
"South Korea",8,"Documentary","South Korea  -  Documentary"
"South Korea",316,"Drama","South Korea  -  Drama"
"South Korea",10,"Family","South Korea  -  Family"
"South Korea",30,"Fantasy","South Korea  -  Fantasy"
"South Korea",3,"Film Noir","South Korea  -  Film Noir"
"South Korea",6,"History","South Korea  -  History"
"South Korea",36,"Horror","South Korea  -  Horror"
"South Korea",4,"Music","South Korea  -  Music"
"South Korea",2,"Musical","South Korea  -  Musical"
"South Korea",45,"Mystery","South Korea  -  Mystery"
"South Korea",5,"Reality TV","South Korea  -  Reality TV"
"South Korea",107,"Romance","South Korea  -  Romance"
"South Korea",36,"Sci Fi","South Korea  -  Sci Fi"
"South Korea",7,"Sport","South Korea  -  Sport"
"South Korea",2,"Talk Show","South Korea  -  Talk Show"
"South Korea",74,"Thriller","South Korea  -  Thriller"
"South Korea",4,"War","South Korea  -  War"
"South Korea",4,"Western","South Korea  -  Western"
"Spain",182,"Action","Spain  -  Action"
"Spain",105,"Adventure","Spain  -  Adventure"
"Spain",29,"Animation","Spain  -  Animation"
"Spain",4,"Biography","Spain  -  Biography"
"Spain",166,"Comedy","Spain  -  Comedy"
"Spain",144,"Crime","Spain  -  Crime"
"Spain",19,"Documentary","Spain  -  Documentary"
"Spain",329,"Drama","Spain  -  Drama"
"Spain",18,"Family","Spain  -  Family"
"Spain",35,"Fantasy","Spain  -  Fantasy"
"Spain",3,"Film Noir","Spain  -  Film Noir"
"Spain",4,"Game Show","Spain  -  Game Show"
"Spain",5,"History","Spain  -  History"
"Spain",33,"Horror","Spain  -  Horror"
"Spain",26,"Music","Spain  -  Music"
"Spain",51,"Mystery","Spain  -  Mystery"
"Spain",10,"Reality TV","Spain  -  Reality TV"
"Spain",120,"Romance","Spain  -  Romance"
"Spain",27,"Sci Fi","Spain  -  Sci Fi"
"Spain",1,"Short","Spain  -  Short"
"Spain",12,"Sport","Spain  -  Sport"
"Spain",60,"Thriller","Spain  -  Thriller"
"Spain",3,"War","Spain  -  War"
"Spain",6,"Western","Spain  -  Western"
"Sri Lanka",200,"Action","Sri Lanka  -  Action"
"Sri Lanka",79,"Adventure","Sri Lanka  -  Adventure"
"Sri Lanka",22,"Animation","Sri Lanka  -  Animation"
"Sri Lanka",4,"Biography","Sri Lanka  -  Biography"
"Sri Lanka",179,"Comedy","Sri Lanka  -  Comedy"
"Sri Lanka",154,"Crime","Sri Lanka  -  Crime"
"Sri Lanka",18,"Documentary","Sri Lanka  -  Documentary"
"Sri Lanka",371,"Drama","Sri Lanka  -  Drama"
"Sri Lanka",21,"Family","Sri Lanka  -  Family"
"Sri Lanka",31,"Fantasy","Sri Lanka  -  Fantasy"
"Sri Lanka",3,"Film Noir","Sri Lanka  -  Film Noir"
"Sri Lanka",7,"Game Show","Sri Lanka  -  Game Show"
"Sri Lanka",22,"Horror","Sri Lanka  -  Horror"
"Sri Lanka",83,"Mystery","Sri Lanka  -  Mystery"
"Sri Lanka",8,"Reality TV","Sri Lanka  -  Reality TV"
"Sri Lanka",110,"Romance","Sri Lanka  -  Romance"
"Sri Lanka",39,"Sci Fi","Sri Lanka  -  Sci Fi"
"Sri Lanka",4,"Sport","Sri Lanka  -  Sport"
"Sri Lanka",68,"Thriller","Sri Lanka  -  Thriller"
"Sri Lanka",5,"War","Sri Lanka  -  War"
"Sri Lanka",2,"Western","Sri Lanka  -  Western"
"Sweden",197,"Action","Sweden  -  Action"
"Sweden",1,"Adult","Sweden  -  Adult"
"Sweden",128,"Adventure","Sweden  -  Adventure"
"Sweden",55,"Animation","Sweden  -  Animation"
"Sweden",15,"Biography","Sweden  -  Biography"
"Sweden",159,"Comedy","Sweden  -  Comedy"
"Sweden",149,"Crime","Sweden  -  Crime"
"Sweden",27,"Documentary","Sweden  -  Documentary"
"Sweden",337,"Drama","Sweden  -  Drama"
"Sweden",22,"Family","Sweden  -  Family"
"Sweden",45,"Fantasy","Sweden  -  Fantasy"
"Sweden",3,"Film Noir","Sweden  -  Film Noir"
"Sweden",11,"Game Show","Sweden  -  Game Show"
"Sweden",8,"History","Sweden  -  History"
"Sweden",24,"Horror","Sweden  -  Horror"
"Sweden",6,"Music","Sweden  -  Music"
"Sweden",3,"Musical","Sweden  -  Musical"
"Sweden",57,"Mystery","Sweden  -  Mystery"
"Sweden",21,"Reality TV","Sweden  -  Reality TV"
"Sweden",85,"Romance","Sweden  -  Romance"
"Sweden",29,"Sci Fi","Sweden  -  Sci Fi"
"Sweden",9,"Sport","Sweden  -  Sport"
"Sweden",58,"Thriller","Sweden  -  Thriller"
"Sweden",9,"War","Sweden  -  War"
"Sweden",9,"Western","Sweden  -  Western"
"Switzerland",202,"Action","Switzerland  -  Action"
"Switzerland",124,"Adventure","Switzerland  -  Adventure"
"Switzerland",33,"Animation","Switzerland  -  Animation"
"Switzerland",10,"Biography","Switzerland  -  Biography"
"Switzerland",176,"Comedy","Switzerland  -  Comedy"
"Switzerland",164,"Crime","Switzerland  -  Crime"
"Switzerland",26,"Documentary","Switzerland  -  Documentary"
"Switzerland",348,"Drama","Switzerland  -  Drama"
"Switzerland",39,"Family","Switzerland  -  Family"
"Switzerland",57,"Fantasy","Switzerland  -  Fantasy"
"Switzerland",5,"Film Noir","Switzerland  -  Film Noir"
"Switzerland",8,"Game Show","Switzerland  -  Game Show"
"Switzerland",4,"History","Switzerland  -  History"
"Switzerland",27,"Horror","Switzerland  -  Horror"
"Switzerland",10,"Music","Switzerland  -  Music"
"Switzerland",61,"Mystery","Switzerland  -  Mystery"
"Switzerland",13,"Reality TV","Switzerland  -  Reality TV"
"Switzerland",97,"Romance","Switzerland  -  Romance"
"Switzerland",24,"Sci Fi","Switzerland  -  Sci Fi"
"Switzerland",15,"Sport","Switzerland  -  Sport"
"Switzerland",61,"Thriller","Switzerland  -  Thriller"
"Switzerland",4,"War","Switzerland  -  War"
"Switzerland",5,"Western","Switzerland  -  Western"
"Taiwan",214,"Action","Taiwan  -  Action"
"Taiwan",102,"Adventure","Taiwan  -  Adventure"
"Taiwan",32,"Animation","Taiwan  -  Animation"
"Taiwan",12,"Biography","Taiwan  -  Biography"
"Taiwan",161,"Comedy","Taiwan  -  Comedy"
"Taiwan",112,"Crime","Taiwan  -  Crime"
"Taiwan",14,"Documentary","Taiwan  -  Documentary"
"Taiwan",360,"Drama","Taiwan  -  Drama"
"Taiwan",12,"Family","Taiwan  -  Family"
"Taiwan",36,"Fantasy","Taiwan  -  Fantasy"
"Taiwan",3,"Film Noir","Taiwan  -  Film Noir"
"Taiwan",1,"Game Show","Taiwan  -  Game Show"
"Taiwan",4,"History","Taiwan  -  History"
"Taiwan",30,"Horror","Taiwan  -  Horror"
"Taiwan",2,"Music","Taiwan  -  Music"
"Taiwan",85,"Mystery","Taiwan  -  Mystery"
"Taiwan",1,"Reality TV","Taiwan  -  Reality TV"
"Taiwan",149,"Romance","Taiwan  -  Romance"
"Taiwan",50,"Sci Fi","Taiwan  -  Sci Fi"
"Taiwan",11,"Sport","Taiwan  -  Sport"
"Taiwan",62,"Thriller","Taiwan  -  Thriller"
"Taiwan",3,"War","Taiwan  -  War"
"Taiwan",2,"Western","Taiwan  -  Western"
"Thailand",257,"Action","Thailand  -  Action"
"Thailand",145,"Adventure","Thailand  -  Adventure"
"Thailand",48,"Animation","Thailand  -  Animation"
"Thailand",5,"Biography","Thailand  -  Biography"
"Thailand",190,"Comedy","Thailand  -  Comedy"
"Thailand",123,"Crime","Thailand  -  Crime"
"Thailand",14,"Documentary","Thailand  -  Documentary"
"Thailand",267,"Drama","Thailand  -  Drama"
"Thailand",12,"Family","Thailand  -  Family"
"Thailand",46,"Fantasy","Thailand  -  Fantasy"
"Thailand",3,"Film Noir","Thailand  -  Film Noir"
"Thailand",14,"History","Thailand  -  History"
"Thailand",40,"Horror","Thailand  -  Horror"
"Thailand",1,"Music","Thailand  -  Music"
"Thailand",64,"Mystery","Thailand  -  Mystery"
"Thailand",131,"Romance","Thailand  -  Romance"
"Thailand",47,"Sci Fi","Thailand  -  Sci Fi"
"Thailand",1,"Sport","Thailand  -  Sport"
"Thailand",78,"Thriller","Thailand  -  Thriller"
"Thailand",5,"War","Thailand  -  War"
"Thailand",5,"Western","Thailand  -  Western"
"Trinidad and Tobago",193,"Action","Trinidad and Tobago  -  Action"
"Trinidad and Tobago",116,"Adventure","Trinidad and Tobago  -  Adventure"
"Trinidad and Tobago",54,"Animation","Trinidad and Tobago  -  Animation"
"Trinidad and Tobago",4,"Biography","Trinidad and Tobago  -  Biography"
"Trinidad and Tobago",172,"Comedy","Trinidad and Tobago  -  Comedy"
"Trinidad and Tobago",134,"Crime","Trinidad and Tobago  -  Crime"
"Trinidad and Tobago",16,"Documentary","Trinidad and Tobago  -  Documentary"
"Trinidad and Tobago",294,"Drama","Trinidad and Tobago  -  Drama"
"Trinidad and Tobago",30,"Family","Trinidad and Tobago  -  Family"
"Trinidad and Tobago",43,"Fantasy","Trinidad and Tobago  -  Fantasy"
"Trinidad and Tobago",2,"Film Noir","Trinidad and Tobago  -  Film Noir"
"Trinidad and Tobago",13,"Game Show","Trinidad and Tobago  -  Game Show"
"Trinidad and Tobago",30,"Horror","Trinidad and Tobago  -  Horror"
"Trinidad and Tobago",4,"Music","Trinidad and Tobago  -  Music"
"Trinidad and Tobago",53,"Mystery","Trinidad and Tobago  -  Mystery"
"Trinidad and Tobago",15,"Reality TV","Trinidad and Tobago  -  Reality TV"
"Trinidad and Tobago",94,"Romance","Trinidad and Tobago  -  Romance"
"Trinidad and Tobago",25,"Sci Fi","Trinidad and Tobago  -  Sci Fi"
"Trinidad and Tobago",2,"Short","Trinidad and Tobago  -  Short"
"Trinidad and Tobago",8,"Sport","Trinidad and Tobago  -  Sport"
"Trinidad and Tobago",98,"Thriller","Trinidad and Tobago  -  Thriller"
"Trinidad and Tobago",4,"War","Trinidad and Tobago  -  War"
"Trinidad and Tobago",7,"Western","Trinidad and Tobago  -  Western"
"Turkey",227,"Action","Turkey  -  Action"
"Turkey",121,"Adventure","Turkey  -  Adventure"
"Turkey",33,"Animation","Turkey  -  Animation"
"Turkey",11,"Biography","Turkey  -  Biography"
"Turkey",144,"Comedy","Turkey  -  Comedy"
"Turkey",157,"Crime","Turkey  -  Crime"
"Turkey",19,"Documentary","Turkey  -  Documentary"
"Turkey",381,"Drama","Turkey  -  Drama"
"Turkey",30,"Family","Turkey  -  Family"
"Turkey",60,"Fantasy","Turkey  -  Fantasy"
"Turkey",3,"Film Noir","Turkey  -  Film Noir"
"Turkey",3,"Game Show","Turkey  -  Game Show"
"Turkey",3,"History","Turkey  -  History"
"Turkey",41,"Horror","Turkey  -  Horror"
"Turkey",3,"Music","Turkey  -  Music"
"Turkey",1,"Musical","Turkey  -  Musical"
"Turkey",54,"Mystery","Turkey  -  Mystery"
"Turkey",5,"Reality TV","Turkey  -  Reality TV"
"Turkey",97,"Romance","Turkey  -  Romance"
"Turkey",38,"Sci Fi","Turkey  -  Sci Fi"
"Turkey",6,"Sport","Turkey  -  Sport"
"Turkey",78,"Thriller","Turkey  -  Thriller"
"Turkey",4,"War","Turkey  -  War"
"Turkey",5,"Western","Turkey  -  Western"
"Ukraine",232,"Action","Ukraine  -  Action"
"Ukraine",137,"Adventure","Ukraine  -  Adventure"
"Ukraine",64,"Animation","Ukraine  -  Animation"
"Ukraine",10,"Biography","Ukraine  -  Biography"
"Ukraine",179,"Comedy","Ukraine  -  Comedy"
"Ukraine",181,"Crime","Ukraine  -  Crime"
"Ukraine",26,"Documentary","Ukraine  -  Documentary"
"Ukraine",338,"Drama","Ukraine  -  Drama"
"Ukraine",31,"Family","Ukraine  -  Family"
"Ukraine",33,"Fantasy","Ukraine  -  Fantasy"
"Ukraine",5,"Film Noir","Ukraine  -  Film Noir"
"Ukraine",3,"Game Show","Ukraine  -  Game Show"
"Ukraine",3,"History","Ukraine  -  History"
"Ukraine",28,"Horror","Ukraine  -  Horror"
"Ukraine",3,"Music","Ukraine  -  Music"
"Ukraine",1,"Musical","Ukraine  -  Musical"
"Ukraine",50,"Mystery","Ukraine  -  Mystery"
"Ukraine",3,"Reality TV","Ukraine  -  Reality TV"
"Ukraine",80,"Romance","Ukraine  -  Romance"
"Ukraine",22,"Sci Fi","Ukraine  -  Sci Fi"
"Ukraine",13,"Sport","Ukraine  -  Sport"
"Ukraine",69,"Thriller","Ukraine  -  Thriller"
"Ukraine",2,"War","Ukraine  -  War"
"Ukraine",5,"Western","Ukraine  -  Western"
"United Arab Emirates",217,"Action","United Arab Emirates  -  Action"
"United Arab Emirates",120,"Adventure","United Arab Emirates  -  Adventure"
"United Arab Emirates",36,"Animation","United Arab Emirates  -  Animation"
"United Arab Emirates",17,"Biography","United Arab Emirates  -  Biography"
"United Arab Emirates",162,"Comedy","United Arab Emirates  -  Comedy"
"United Arab Emirates",149,"Crime","United Arab Emirates  -  Crime"
"United Arab Emirates",23,"Documentary","United Arab Emirates  -  Documentary"
"United Arab Emirates",350,"Drama","United Arab Emirates  -  Drama"
"United Arab Emirates",16,"Family","United Arab Emirates  -  Family"
"United Arab Emirates",42,"Fantasy","United Arab Emirates  -  Fantasy"
"United Arab Emirates",3,"Film Noir","United Arab Emirates  -  Film Noir"
"United Arab Emirates",13,"Game Show","United Arab Emirates  -  Game Show"
"United Arab Emirates",4,"History","United Arab Emirates  -  History"
"United Arab Emirates",31,"Horror","United Arab Emirates  -  Horror"
"United Arab Emirates",1,"Music","United Arab Emirates  -  Music"
"United Arab Emirates",1,"Musical","United Arab Emirates  -  Musical"
"United Arab Emirates",57,"Mystery","United Arab Emirates  -  Mystery"
"United Arab Emirates",20,"Reality TV","United Arab Emirates  -  Reality TV"
"United Arab Emirates",111,"Romance","United Arab Emirates  -  Romance"
"United Arab Emirates",25,"Sci Fi","United Arab Emirates  -  Sci Fi"
"United Arab Emirates",7,"Sport","United Arab Emirates  -  Sport"
"United Arab Emirates",74,"Thriller","United Arab Emirates  -  Thriller"
"United Arab Emirates",3,"War","United Arab Emirates  -  War"
"United Arab Emirates",2,"Western","United Arab Emirates  -  Western"
"United Kingdom",181,"Action","United Kingdom  -  Action"
"United Kingdom",140,"Adventure","United Kingdom  -  Adventure"
"United Kingdom",59,"Animation","United Kingdom  -  Animation"
"United Kingdom",16,"Biography","United Kingdom  -  Biography"
"United Kingdom",214,"Comedy","United Kingdom  -  Comedy"
"United Kingdom",126,"Crime","United Kingdom  -  Crime"
"United Kingdom",34,"Documentary","United Kingdom  -  Documentary"
"United Kingdom",283,"Drama","United Kingdom  -  Drama"
"United Kingdom",28,"Family","United Kingdom  -  Family"
"United Kingdom",35,"Fantasy","United Kingdom  -  Fantasy"
"United Kingdom",3,"Film Noir","United Kingdom  -  Film Noir"
"United Kingdom",11,"Game Show","United Kingdom  -  Game Show"
"United Kingdom",3,"History","United Kingdom  -  History"
"United Kingdom",28,"Horror","United Kingdom  -  Horror"
"United Kingdom",4,"Music","United Kingdom  -  Music"
"United Kingdom",3,"Musical","United Kingdom  -  Musical"
"United Kingdom",43,"Mystery","United Kingdom  -  Mystery"
"United Kingdom",24,"Reality TV","United Kingdom  -  Reality TV"
"United Kingdom",94,"Romance","United Kingdom  -  Romance"
"United Kingdom",36,"Sci Fi","United Kingdom  -  Sci Fi"
"United Kingdom",1,"Short","United Kingdom  -  Short"
"United Kingdom",10,"Sport","United Kingdom  -  Sport"
"United Kingdom",60,"Thriller","United Kingdom  -  Thriller"
"United Kingdom",7,"War","United Kingdom  -  War"
"United Kingdom",7,"Western","United Kingdom  -  Western"
"United States",163,"Action","United States  -  Action"
"United States",108,"Adventure","United States  -  Adventure"
"United States",45,"Animation","United States  -  Animation"
"United States",4,"Biography","United States  -  Biography"
"United States",155,"Comedy","United States  -  Comedy"
"United States",109,"Crime","United States  -  Crime"
"United States",31,"Documentary","United States  -  Documentary"
"United States",287,"Drama","United States  -  Drama"
"United States",35,"Family","United States  -  Family"
"United States",30,"Fantasy","United States  -  Fantasy"
"United States",3,"Film Noir","United States  -  Film Noir"
"United States",16,"Game Show","United States  -  Game Show"
"United States",5,"History","United States  -  History"
"United States",28,"Horror","United States  -  Horror"
"United States",10,"Music","United States  -  Music"
"United States",57,"Mystery","United States  -  Mystery"
"United States",31,"Reality TV","United States  -  Reality TV"
"United States",76,"Romance","United States  -  Romance"
"United States",33,"Sci Fi","United States  -  Sci Fi"
"United States",23,"Sport","United States  -  Sport"
"United States",49,"Thriller","United States  -  Thriller"
"United States",7,"War","United States  -  War"
"United States",9,"Western","United States  -  Western"
"Uruguay",145,"Action","Uruguay  -  Action"
"Uruguay",104,"Adventure","Uruguay  -  Adventure"
"Uruguay",44,"Animation","Uruguay  -  Animation"
"Uruguay",12,"Biography","Uruguay  -  Biography"
"Uruguay",162,"Comedy","Uruguay  -  Comedy"
"Uruguay",148,"Crime","Uruguay  -  Crime"
"Uruguay",20,"Documentary","Uruguay  -  Documentary"
"Uruguay",372,"Drama","Uruguay  -  Drama"
"Uruguay",19,"Family","Uruguay  -  Family"
"Uruguay",28,"Fantasy","Uruguay  -  Fantasy"
"Uruguay",3,"Film Noir","Uruguay  -  Film Noir"
"Uruguay",1,"Game Show","Uruguay  -  Game Show"
"Uruguay",5,"History","Uruguay  -  History"
